,Median,IQR
Tile_1,1.2147463415893762,0.6574863453062854
Tile_2,0.8986596755719083,0.6119622497999043
Tile_3,0.7146001961723464,0.30419585741684496
Tile_4,0.5542224780097664,0.21175260091264847
Tile_5,1.116379547633651,0.7430885221138899
Tile_6,1.240843288370721,0.3918542879990463
Tile_7,0.8473453608040817,0.2549915218274479
Tile_8,0.7262372994637066,0.2963270442650673
Tile_9,3.3497428094553126,2.5422758385413764
