,avg_x_orig,avg_y_orig,density_ratio1_canny,density_ratio1_orig,density_ratio2_canny,density_ratio2_orig,density_ratio3_canny,density_ratio3_orig,density_ratio4_canny,density_ratio4_orig,h_w_ratio_canny,mean_hist_canny,mean_hist_orig,no_of_corners_orig,occ_ratio_canny,occ_ratio_orig,var_hist_canny,var_hist_orig
02_4,0.5244360902255639,0.8253837719298246,0.5316455696202531,0.0,0.47890295358649787,0.40789473684210525,0.49557522123893805,0.7945205479452054,0.5565410199556541,0.0,0.4375,0.05952380952380953,0.9246031746031745,0.03,0.05952380952380952,0.07539682539682539,0.055980725623582785,0.06971214411690603
02_5,0.47652819993245527,0.6400709219858156,0.5148514851485149,0.3900709219858156,0.4752475247524752,0.46808510638297873,0.4896073903002309,0.6985294117647058,0.5420991926182238,0.3458646616541353,0.4375,0.09821428571428571,0.8601190476190476,0.04,0.09821428571428571,0.13988095238095238,0.08856823979591835,0.12031427154195012
02_6,0.6744810744810744,0.47393162393162397,0.5017421602787456,0.49743589743589745,0.5296167247386759,0.13846153846153847,0.537621359223301,0.30319148936170215,0.5570388349514563,0.31382978723404253,0.4375,0.14583333333333334,0.8065476190476191,0.03,0.14583333333333334,0.19345238095238096,0.12456597222222222,0.1560285572562358
02_7,0.6200294550810015,0.5329682130584192,0.5138721351025332,0.4381443298969072,0.5186972255729795,0.2422680412371134,0.5283732660781841,0.42702702702702705,0.5598991172761665,0.2872340425531915,0.4375,0.1775793650793651,0.8075396825396824,0.06,0.1775793650793651,0.19246031746031747,0.14604493417737463,0.15541934366339127
02_8,0.4851994851994852,0.32815315315315313,0.47268673355629875,0.7405405405405405,0.4782608695652174,0.4594594594594595,0.5398126463700235,0.2937853107344633,0.49295774647887325,0.7403314917127072,0.4375,0.11011904761904762,0.816468253968254,0.04,0.11011904761904762,0.18353174603174602,0.09799284297052155,0.14984784423028472
02_9,0.22696351267779838,0.44615800865800864,0.5036803364879074,0.44155844155844154,0.45320715036803366,0.8701298701298701,0.5022123893805309,0.6944444444444444,0.5043956043956044,0.7945205479452054,0.4375,0.05654761904761905,0.9236111111111112,0.06,0.05654761904761905,0.0763888888888889,0.053349985827664384,0.0705536265432099
02_10,0.09907834101382489,0.30275537634408606,0.4858342077649528,0.7580645161290323,0.4459601259181532,1.0,0.4966960352422907,0.6724137931034483,0.49394939493949397,1.0,0.4375,0.054563492063492064,0.9384920634920636,0.04,0.054563492063492064,0.061507936507936505,0.051586317397329294,0.057724710254472164
02_11,0.37116764514024786,0.3535958904109589,0.47532188841201717,0.7671232876712328,0.47317596566523606,0.6027397260273972,0.5209039548022599,0.4647887323943662,0.49270482603815935,0.8714285714285714,0.4375,0.07539682539682539,0.9275793650793651,0.04,0.07539682539682539,0.07242063492063493,0.06971214411690603,0.06717588655832704
02_12,0.16172506738544476,0.2130503144654088,0.48662551440329216,0.9056603773584906,0.4588477366255144,0.9811320754716981,0.5064655172413793,0.6458333333333334,0.5037756202804746,1.0,0.4375,0.03571428571428572,0.9474206349206349,0.04,0.03571428571428571,0.05257936507936508,0.03443877551020409,0.04981477544721592
03_1,0.5380116959064327,0.5721856725146198,0.5059588299024919,0.4473684210526316,0.4875406283856988,0.39473684210526316,0.5079545454545454,0.5700934579439252,0.5335608646188851,0.4778761061946903,0.4375,0.08432539682539682,0.8869047619047619,0.07,0.08432539682539683,0.1130952380952381,0.07721462427563618,0.10030470521541954
03_2,0.3248299319727891,0.029761904761904764,0.48884381338742394,1.0,0.47058823529411764,0.6785714285714286,0.5217853347502657,0.0,0.5106382978723404,1.0,0.4375,0.021825396825396828,0.9722222222222222,0.02,0.021825396825396824,0.027777777777777776,0.02134904887881079,0.027006172839506175
03_3,0.7428571428571429,0.06808510638297872,0.4857142857142857,1.0,0.47959183673469385,0.0,0.5149892933618844,0.0,0.5187165775401069,1.0,0.44680851063829785,0.0070921985815602835,0.9949341438703141,0.02,0.0070921985815602835,0.005065856129685917,0.007041899300839998,0.005040193231359241
03_4,0.5610290093048713,0.7926143311323063,0.5160256410256411,0.0,0.4797008547008547,0.367816091954023,0.5022421524663677,0.6829268292682927,0.5515695067264574,0.0,0.44680851063829785,0.05167173252279635,0.9118541033434651,0.02,0.05167173252279635,0.08814589665653495,0.049001764580888965,0.0803761975591504
03_5,0.47646414887794203,0.5556752873563219,0.5209039548022599,0.3793103448275862,0.47909604519774013,0.47701149425287354,0.49764150943396224,0.5864197530864198,0.5401891252955082,0.40853658536585363,0.4375,0.12202380952380952,0.8273809523809524,0.05,0.12202380952380952,0.17261904761904762,0.10713399943310657,0.14282171201814062
03_6,0.6682769726247987,0.48077697262479874,0.5047281323877069,0.5169082125603864,0.5295508274231678,0.178743961352657,0.5427509293680297,0.3181818181818182,0.5539033457249071,0.3048128342245989,0.4375,0.1607142857142857,0.7946428571428572,0.05,0.16071428571428573,0.20535714285714285,0.13488520408163265,0.1631855867346939
03_7,0.6792885829030407,0.5512689054088695,0.49108204518430437,0.41566265060240964,0.525564803804994,0.13855421686746988,0.5411471321695761,0.3443708609271523,0.5648379052369077,0.21604938271604937,0.44680851063829785,0.14792299898682879,0.8318135764944276,0.03,0.14792299898682879,0.16818642350557245,0.12604178535757146,0.13989975045397665
03_8,0.48287385129490396,0.28219484882418816,0.4498861047835991,0.8362573099415205,0.47266514806378135,0.4619883040935672,0.5381861575178998,0.25,0.48325358851674644,0.8083832335329342,0.44680851063829785,0.110435663627153,0.8267477203647416,0.04,0.11043566362715299,0.17325227963525835,0.09823962782638333,0.1432359272364446
03_9,0.14025974025974025,0.5484848484848485,0.5051652892561983,0.3090909090909091,0.45454545454545453,1.0,0.49512459371614304,0.8679245283018868,0.5145945945945946,0.72,0.4375,0.03968253968253968,0.9454365079365079,0.04,0.03968253968253968,0.054563492063492064,0.038107835726883345,0.05158631739732929
03_10,0.07084785133565621,0.28709349593495936,0.4948770491803279,0.8048780487804879,0.45901639344262296,1.0,0.5005370569280344,0.7692307692307693,0.5053763440860215,1.0,0.4375,0.031746031746031744,0.9593253968253969,0.03,0.031746031746031744,0.040674603174603176,0.030738221214411682,0.039020179831191736
03_11,0.4785714285714286,0.24574468085106385,0.45864661654135336,1.0,0.47261009667024706,0.4666666666666667,0.5264341957255343,0.3275862068965517,0.5022471910112359,0.8070175438596491,0.44680851063829785,0.05673758865248227,0.939209726443769,0.02,0.05673758865248227,0.060790273556231005,0.05351843468638398,0.057094816197189605
03_12,0.12292358803986711,0.16823354774863927,0.4791231732776618,0.9534883720930233,0.4603340292275574,1.0,0.5070883315158125,0.625,0.5071193866374589,1.0,0.44680851063829785,0.02938196555217832,0.9564336372847011,0.03,0.029381965552178316,0.04356636271529889,0.02851866565246892,0.041668334755057886
05_1,0.5793897882938979,0.5973972602739726,0.5124378109452736,0.3767123287671233,0.5114427860696518,0.3698630136986301,0.5031185031185031,0.5428571428571428,0.5364583333333334,0.34532374100719426,0.44,0.08636363636363636,0.8672727272727273,0.09,0.08636363636363636,0.13272727272727272,0.07890495867768596,0.11511074380165288
05_2,0.8388429752066116,0.9290909090909091,0.5050505050505051,0.0,0.5050505050505051,0.0,0.5057581573896354,0.8888888888888888,0.526416906820365,0.0,0.44,0.009999999999999998,0.99,0.02,0.01,0.01,0.009899999999999999,0.009899999999999999
05_3,0.0,0.0,0.5,0.0,0.5,0.0,0.5090390104662227,0.0,0.5209125475285171,0.0,0.44,0.0,1.0,0.01,0.0,0.0,0.0,0.0
05_4,0.52,0.8044,0.5339805825242718,0.0,0.5048543689320388,0.43,0.49390243902439024,0.75,0.5512690355329949,0.010638297872340425,0.44,0.06363636363636363,0.9090909090909091,0.05,0.06363636363636363,0.09090909090909091,0.05958677685950413,0.08264462809917356
05_5,0.5124610591900312,0.5625233644859813,0.5314222712238148,0.29439252336448596,0.48511576626240355,0.40186915887850466,0.49479768786127165,0.6116504854368932,0.5346420323325635,0.4213197969543147,0.42,0.1361904761904762,0.7961904761904762,0.06,0.1361904761904762,0.2038095238095238,0.11764263038548754,0.16227120181405896
05_6,0.5989974937343359,0.46570175438596495,0.4930232558139535,0.5350877192982456,0.5116279069767442,0.29385964912280704,0.539119804400978,0.3561643835616438,0.5421245421245421,0.4009009009009009,0.42,0.18095238095238098,0.7828571428571429,0.02,0.18095238095238095,0.21714285714285714,0.14820861678004538,0.1699918367346939
05_7,0.574096880131363,0.5193965517241379,0.5070093457943925,0.43103448275862066,0.49883177570093457,0.34913793103448276,0.5176613885505481,0.4675925925925926,0.5281862745098039,0.40930232558139534,0.42,0.18476190476190477,0.779047619047619,0.04,0.18476190476190477,0.22095238095238096,0.15062494331065762,0.17213242630385486
05_8,0.5205535205535206,0.3307692307692308,0.4643652561247216,0.717948717948718,0.48552338530066813,0.41025641025641024,0.5507584597432905,0.2511013215859031,0.492468134414832,0.71875,0.42,0.14476190476190476,0.7771428571428571,0.04,0.14476190476190476,0.22285714285714286,0.12380589569160996,0.1731918367346939
05_9,0.042081949058693245,0.7153488372093024,0.5117878192534381,0.06976744186046512,0.45972495088408644,1.0,0.49433573635427397,0.9761904761904762,0.5107913669064749,0.918918918918919,0.42,0.030476190476190476,0.959047619047619,0.04,0.030476190476190476,0.040952380952380955,0.029547392290249434,0.03927528344671201
05_10,0.023809523809523808,0.38285714285714284,0.49513618677042803,0.7142857142857143,0.4649805447470817,1.0,0.4974463738508682,1.0,0.5102040816326531,1.0,0.42,0.02095238095238095,0.9866666666666667,0.02,0.02095238095238095,0.013333333333333334,0.020513378684807255,0.013155555555555552
05_11,0.46720575022461813,0.16226415094339622,0.4695740365111562,0.9622641509433962,0.4787018255578093,0.4716981132075472,0.5330490405117271,0.18,0.49309245483528164,0.92,0.42,0.06095238095238095,0.9495238095238095,0.04,0.06095238095238095,0.05047619047619047,0.057237188208616785,0.0479283446712018
05_12,0.14035087719298245,0.2773684210526316,0.4931372549019608,0.7894736842105263,0.46372549019607845,0.868421052631579,0.49640287769784175,0.9411764705882353,0.513874614594039,0.7894736842105263,0.42,0.02857142857142857,0.9638095238095238,0.03,0.02857142857142857,0.03619047619047619,0.027755102040816326,0.03488072562358276
