,01,02,03,04,05
avg_x_orig,0.4807461224187972,0.5025291737248259,0.4906675450153711,0.5153128240580712,0.4823324740901039
avg_y_orig,0.5256725566612434,0.4879697997211307,0.47213091621428693,0.5082153547447618,0.49413994453502796
density_ratio1_canny,0.5017825311942959,0.5,0.49755439365828974,0.49989339019189766,0.5013883379611266
density_ratio1_orig,0.47368421052631576,0.515527950310559,0.5402576489533011,0.4866920152091255,0.4968017057569296
density_ratio2_canny,0.49670917317976143,0.5088717777033813,0.5063248439871817,0.5014925373134328,0.4990876636255454
density_ratio2_orig,0.4203778677462888,0.39906832298136646,0.4227053140096618,0.355893536121673,0.4349680170575693
density_ratio3_canny,0.5006947339169098,0.5055645229802056,0.506850488097277,0.5083550347222222,0.5072101828727946
density_ratio3_orig,0.51681537405628,0.47754137115839246,0.4538021259198692,0.4750778816199377,0.4906474820143885
density_ratio4_canny,0.5084804671208119,0.5107015457788348,0.5074435318275154,0.5167661421595225,0.5111468812877263
density_ratio4_orig,0.4448979591836735,0.4600790513833992,0.4837133550488599,0.3889315910837817,0.4753265602322206
h_w_ratio_canny,0.3411214953271028,0.336734693877551,0.3402061855670103,0.2925531914893617,0.3284313725490196
mean_hist_canny,0.06631673281270005,0.07637600494743352,0.07388316151202749,0.09284332688588008,0.07777290020485807
mean_hist_orig,0.9051337856868519,0.9004329004329004,0.9029990627928772,0.8728239845261122,0.8970588235294118
no_of_corners_orig,0.15,0.17,0.18,0.14,0.19
occ_ratio_canny,0.06631673281270004,0.07637600494743352,0.07388316151202749,0.09284332688588008,0.07777290020485807
occ_ratio_orig,0.09486621431314812,0.09956709956709957,0.09700093720712277,0.12717601547388782,0.10294117647058823
var_hist_canny,0.06191882376174899,0.07054271081570312,0.06842443995701515,0.08422344353864171,0.07172427619858325
var_hist_orig,0.08586661569503998,0.08965349225089485,0.08759175538806259,0.11100227656207323,0.09234429065743945
