,avg_x_orig,avg_y_orig,density_ratio1_canny,density_ratio1_orig,density_ratio2_canny,density_ratio2_orig,density_ratio3_canny,density_ratio3_orig,density_ratio4_canny,density_ratio4_orig,h_w_ratio_canny,mean_hist_canny,mean_hist_orig,no_of_corners_orig,occ_ratio_canny,occ_ratio_orig,var_hist_canny,var_hist_orig
01_1,0.5985185185185186,0.6582375478927203,0.5085995085995086,0.044444444444444446,0.4742014742014742,0.3111111111111111,0.48284960422163586,0.4418604651162791,0.5567282321899736,0.0,0.5172413793103449,0.06436781609195404,0.896551724137931,0.02,0.06436781609195402,0.10344827586206896,0.06022460034350642,0.09274673008323424
01_2,0.5363636363636364,0.28134796238244514,0.4189189189189189,0.8977272727272727,0.4756756756756757,0.3409090909090909,0.5316091954022989,0.125,0.5,0.64,0.5172413793103449,0.14942528735632185,0.7977011494252874,0.02,0.14942528735632185,0.20229885057471264,0.12709737085480252,0.16137402563086273
01_3,0.7946666666666666,0.5314285714285715,0.5037406483790524,0.36,0.48877805486284287,0.0,0.5213903743315508,0.043478260869565216,0.5454545454545454,0.0,0.5357142857142857,0.045238095238095244,0.9404761904761906,0.02,0.04523809523809524,0.05952380952380952,0.04319160997732427,0.05598072562358277
01_4,0.0,0.0,0.5,0.0,0.4666666666666667,0.0,0.5,0.0,0.5190839694656488,0.0,0.5357142857142857,0.0,1.0,0.01,0.0,0.0,0.0,0.0
01_5,0.49112426035502954,0.5149969394001225,0.4822485207100592,0.4378698224852071,0.47633136094674555,0.5266272189349113,0.49038461538461536,0.515527950310559,0.5094339622641509,0.5512820512820513,0.5172413793103449,0.22298850574712642,0.6114942528735633,0.03,0.22298850574712645,0.38850574712643676,0.17326463205179016,0.23756903157616596
01_6,0.48634920634920636,0.5167487684729064,0.4952978056426332,0.4142857142857143,0.46394984326018807,0.5238095238095238,0.46534653465346537,0.5487179487179488,0.5266666666666666,0.4444444444444444,0.5172413793103449,0.26666666666666666,0.5172413793103449,0.03,0.26666666666666666,0.4827586206896552,0.19555555555555557,0.24970273483947678
01_7,0.5375586854460094,0.3734909456740443,0.4537313432835821,0.7253521126760564,0.48955223880597015,0.36619718309859156,0.5416666666666666,0.2878787878787879,0.4984126984126984,0.5864661654135338,0.5357142857142857,0.20238095238095236,0.6619047619047619,0.03,0.20238095238095238,0.3380952380952381,0.161422902494331,0.22378684807256236
01_8,0.8855072463768116,0.3827639751552795,0.4909560723514212,0.6521739130434783,0.5064599483204134,0.0,0.5444444444444444,0.0,0.5497237569060773,0.14285714285714285,0.5357142857142857,0.07857142857142857,0.8904761904761905,0.03,0.07857142857142857,0.10952380952380952,0.07239795918367348,0.0975283446712018
02_1,0.5469336670838548,0.6781056966369252,0.5070993914807302,0.0425531914893617,0.4726166328600406,0.40425531914893614,0.4924406047516199,0.6,0.5550755939524838,0.0,0.5483870967741935,0.06451612903225808,0.9108159392789373,0.02,0.06451612903225806,0.08918406072106262,0.06035379812695111,0.08123026403436444
02_2,0.6,0.24555555555555555,0.4574468085106383,1.0,0.4787234042553192,0.2833333333333333,0.5327313769751693,0.07272727272727272,0.5112612612612613,0.5094339622641509,0.5666666666666667,0.0784313725490196,0.8823529411764706,0.03,0.0784313725490196,0.11764705882352941,0.0722798923490965,0.10380622837370242
