,01,02,03,04,05
avg_x_orig,0.5988662131519275,0.6316263324690291,0.6311518719806763,0.6743925831202046,0.663057288057288
avg_y_orig,0.46563786008230457,0.45570235399666764,0.4576584256891162,0.44288150042625746,0.43924845898530107
density_ratio1_canny,0.4976769120800572,0.49799527089544565,0.49901563404748117,0.49801833044339855,0.4953944062971027
density_ratio1_orig,0.5301587301587302,0.4789325842696629,0.48429951690821255,0.5242966751918159,0.5427927927927928
density_ratio2_canny,0.5198355968548963,0.5021075357253008,0.519166184134337,0.5229130542482041,0.5043543795009211
density_ratio2_orig,0.23015873015873015,0.17837078651685392,0.2246376811594203,0.1534526854219949,0.16441441441441443
density_ratio3_canny,0.519473293768546,0.5179060459237413,0.5188239512370025,0.5256901840490797,0.5146113634415974
density_ratio3_orig,0.4467741935483871,0.3505311077389985,0.4490049751243781,0.32360742705570295,0.44770857814336074
density_ratio4_canny,0.5212076310427857,0.5122337059692048,0.5202339739763638,0.5217280489358991,0.5158328327469321
density_ratio4_orig,0.4605263157894737,0.47368421052631576,0.4430538172715895,0.38584779706275035,0.44205495818399043
h_w_ratio_canny,0.12962962962962962,0.1482889733840304,0.11072664359861592,0.11851851851851852,0.12074303405572756
mean_hist_canny,0.07473544973544974,0.05167202885834065,0.06628460207612456,0.06550925925925925,0.05199650710486624
mean_hist_orig,0.8958333333333334,0.9305839914204933,0.9104671280276816,0.9094907407407408,0.9295070254822576
no_of_corners_orig,0.13,0.13,0.15,0.15,0.16
occ_ratio_canny,0.07473544973544974,0.05167202885834064,0.06628460207612456,0.06550925925925925,0.05199650710486624
occ_ratio_orig,0.10416666666666667,0.06941600857950668,0.08953287197231834,0.09050925925925926,0.07049297451774232
var_hist_canny,0.0691500622882898,0.04900203029200346,0.06189095360373437,0.06121779621056242,0.049292870353759836
var_hist_orig,0.09331597222222222,0.06459742633239654,0.08151673680870679,0.08231733324759943,0.06552371506138324
