,avg_x_orig,avg_y_orig,density_ratio1_canny,density_ratio1_orig,density_ratio2_canny,density_ratio2_orig,density_ratio3_canny,density_ratio3_orig,density_ratio4_canny,density_ratio4_orig,h_w_ratio_canny,mean_hist_canny,mean_hist_orig,no_of_corners_orig,occ_ratio_canny,occ_ratio_orig,var_hist_canny,var_hist_orig
02_1,0.7017543859649124,0.24427480916030533,0.48810500410172275,0.8958333333333334,0.4807219031993437,0.14583333333333334,0.5315743944636678,0.0,0.5217954251186879,0.6363636363636364,0.1450381679389313,0.02049015668943351,0.9807151466452391,0.03,0.020490156689433506,0.019284853354760947,0.02007031016827597,0.01891294778584631
02_2,0.5769487008660893,0.13631937682570594,0.48669991687448044,1.0,0.4771404821280133,0.3037974683544304,0.5321944809461235,0.06578947368421052,0.5148731408573928,0.8493150684931506,0.14615384615384616,0.02591093117408907,0.9680161943319838,0.03,0.025910931174089068,0.031983805668016195,0.02523955481978069,0.030960841843006768
02_3,0.39024864024864026,0.40129717610633636,0.4851024208566108,0.6048951048951049,0.48743016759776536,0.6713286713286714,0.5235525024533857,0.5207547169811321,0.5081081081081081,0.7509433962264151,0.13740458015267176,0.08905852417302798,0.8787107718405428,0.07,0.089058524173028,0.12128922815945717,0.08112710344515017,0.1065781512919403
02_4,0.4257201646090535,0.47168091168091164,0.4988399071925754,0.5296296296296297,0.48306264501160096,0.7185185185185186,0.5150048402710552,0.6017316017316018,0.5176817288801572,0.6806083650190115,0.13846153846153847,0.07905982905982906,0.8846153846153846,0.07,0.07905982905982906,0.11538461538461539,0.07280937248885966,0.10207100591715976
03_1,0.6484848484848484,0.22243265993265993,0.48787446504992865,0.9090909090909091,0.47313361864003806,0.18181818181818182,0.5449923741738688,0.0,0.5271160669031931,0.7333333333333333,0.10416666666666667,0.02638888888888889,0.9694444444444444,0.04,0.02638888888888889,0.030555555555555555,0.025692515432098773,0.02962191358024692
03_2,0.6336700336700337,0.22059758423394787,0.478512795750845,1.0,0.47464992757122165,0.23232323232323232,0.5471892728210418,0.06451612903225806,0.5267489711934157,0.6923076923076923,0.1048951048951049,0.034498834498834494,0.9538461538461538,0.06,0.0344988344988345,0.046153846153846156,0.03330866491705653,0.04402366863905328
03_3,0.48678861788617883,0.40423865176151763,0.48231009365244537,0.6158536585365854,0.4672216441207076,0.4268292682926829,0.5475138121546961,0.3380281690140845,0.5147468002225932,0.656957928802589,0.10416666666666667,0.11018518518518518,0.8481481481481481,0.08,0.11018518518518519,0.15185185185185185,0.09804441015089162,0.1287928669410151
03_4,0.447557003257329,0.49951026172524543,0.4953173777315297,0.4820846905537459,0.45525494276795003,0.5179153094462541,0.49917627677100496,0.8233082706766918,0.5247910863509749,0.568561872909699,0.1048951048951049,0.10396270396270396,0.8568764568764569,0.05,0.10396270396270396,0.1431235431235431,0.09315446014746714,0.12263919452730639
04_1,0.7049645390070922,0.3124801524293427,0.4962025316455696,0.6808510638297872,0.47443037974683544,0.0,0.5375878853434288,0.0,0.5302375809935205,0.6136363636363636,0.11194029850746269,0.017412935323383085,0.9766169154228855,0.03,0.017412935323383085,0.023383084577114428,0.017109725006806756,0.022836315932773948
04_2,0.5827586206896551,0.22002058672156458,0.48854961832061067,1.0,0.472264631043257,0.27586206896551724,0.5380434782608695,0.10714285714285714,0.5276572668112798,0.75,0.11194029850746269,0.02238805970149254,0.9711442786069652,0.05,0.022388059701492536,0.028855721393034824,0.021886834484294935,0.028023068735922373
04_3,0.5263456090651558,0.42036277535833577,0.49061967026719727,0.5609065155807366,0.4695849914724275,0.34277620396600567,0.5436893203883495,0.3772455089820359,0.5232628398791541,0.5331325301204819,0.11194029850746269,0.12487562189054725,0.8243781094527364,0.07,0.12487562189054727,0.17562189054726368,0.1092817009479963,0.14477884210786862
04_4,0.47920792079207924,0.46261267917836557,0.49418926397343665,0.5676567656765676,0.47315993359158826,0.3465346534653465,0.5191288993525603,0.5977859778597786,0.5299295774647887,0.4756944444444444,0.11194029850746269,0.1009950248756219,0.8492537313432835,0.07,0.1009950248756219,0.15074626865671642,0.0907950298259944,0.12802183114279353
05_1,0.7252747252747254,0.599617773530817,0.4971581410899365,0.4725274725274725,0.48244734202607825,0.06593406593406594,0.523943661971831,0.5056179775280899,0.5323488045007032,0.2823529411764706,0.11801242236024845,0.022229486760379207,0.9702517162471396,0.04,0.022229486760379207,0.029748283752860413,0.021735336678749335,0.028863323366619714
05_2,0.6619433198380567,0.06213942307692307,0.4935021659446851,1.0,0.4768410529823392,0.21153846153846154,0.5298455056179775,0.0,0.5212057483350859,0.8979591836734694,0.11875,0.012828947368421053,0.9828947368421053,0.05,0.012828947368421053,0.017105263157894738,0.012664365477839338,0.01681267313019391
05_3,0.5232216343327454,0.371306976897039,0.4743687834736037,0.7195767195767195,0.5103289977046672,0.3544973544973545,0.5512353179424868,0.25,0.5185036202735318,0.6144927536231884,0.11180124223602485,0.09799861973775018,0.8695652173913043,0.1,0.09799861973775018,0.13043478260869565,0.08839489026724603,0.11342155009451796
05_4,0.4419419419419419,0.5046734234234235,0.5005688282138794,0.4954954954954955,0.49146757679180886,0.5525525525525525,0.4925078864353312,0.8809523809523809,0.5240770465489567,0.5420560747663551,0.1125,0.084375,0.884375,0.06,0.084375,0.115625,0.077255859375,0.102255859375
