,Median,IQR
Tile_1,1.248528628358056,0.8097204706865055
Tile_2,3.3348186052325772,1.6528359429128692
Tile_3,1.6644223397208906,1.0630408180323754
Tile_4,0.6803277513281221,0.36422290295186155
Tile_5,1.2254582615750644,0.7261075211801571
Tile_6,1.0787293638088984,0.3245968898394507
Tile_7,0.7094227208563144,0.5483352965390493
Tile_8,1.4198513730642157,0.46408846314191465
Tile_9,1.2276103149277888,0.7398087477943891
