,Median,IQR
Tile_1,0.6330154378225303,0.2890032451919001
Tile_2,1.2292763643817244,0.5220596566795984
Tile_3,0.5493595906947546,0.19867839034573176
Tile_4,1.9290376109476801,3.7056610007089454
