,01,02,03,04,05
avg_x_orig,0.6868253655977441,0.6814485192573271,0.6754708858034657,0.6287063953488372,0.6499232834675872
avg_y_orig,0.4615657016601341,0.46179955235682785,0.440706203135651,0.4531820314944207,0.45566790545001795
density_ratio1_canny,0.4916036531474025,0.49181605611847234,0.4862068965517241,0.49601518026565466,0.4924521216672925
density_ratio1_orig,0.5645484949832776,0.5659603554340397,0.587116564417178,0.5428779069767442,0.5701956271576525
density_ratio2_canny,0.5191986644407346,0.5202093308094867,0.5208620689655172,0.5325743200506009,0.5250469395418701
density_ratio2_orig,0.18528428093645485,0.19548872180451127,0.17730061349693252,0.22674418604651161,0.2284234752589183
density_ratio3_canny,0.5367073414682937,0.535268768428215,0.5347757533286616,0.5295563316517915,0.5319700900350984
density_ratio3_orig,0.18541240627130198,0.20042046250875964,0.16456494325346785,0.30424886191198786,0.20786846741045215
density_ratio4_canny,0.5224493886550411,0.5240751280591918,0.5165964172813488,0.5249221183800623,0.5129969418960245
density_ratio4_orig,0.3922095366017461,0.3779149519890261,0.40605686032138444,0.4431401320616288,0.4497690531177829
h_w_ratio_canny,0.23076923076923078,0.24019607843137256,0.25333333333333335,0.17937219730941703,0.2459016393442623
mean_hist_canny,0.09653092006033183,0.1015406162464986,0.09551656920077972,0.11378923766816143,0.09050546448087432
mean_hist_orig,0.8673587081891581,0.853641456582633,0.8729044834307992,0.8457399103139014,0.8812841530054645
no_of_corners_orig,0.14,0.07,0.08,0.09,0.08
occ_ratio_canny,0.09653092006033183,0.1015406162464986,0.09551656920077972,0.11378923766816143,0.09050546448087432
occ_ratio_orig,0.13264129181084197,0.14635854341736695,0.1270955165692008,0.15426008968609867,0.11871584699453552
var_hist_canny,0.08721270153263763,0.09123011949877993,0.08639315420889239,0.10084124705906011,0.0823142253799755
var_hist_orig,0.11504757951759305,0.12493772018611365,0.11094224623720877,0.13046391441613545,0.10462239466690555
