,Median,IQR
Tile_1,0.5097438852826126,0.37635021602717933
Tile_2,0.870921163897497,0.873370086818653
Tile_3,1.7528614936658995,1.4323657409945563
Tile_4,0.5141076039069254,0.15516756500293954
Tile_5,0.6318762480936254,0.27103325810250223
Tile_6,0.620621289705278,0.3514537956121788
